time,open,high,low,close,Volume
2023/5/25,139.45,140.23,138.81,140.04,424216
2023/5/26,140.04,140.72,139.5,140.61,349341
2023/5/29,140.57,140.92,140.11,140.43,159921
2023/5/30,140.43,140.93,139.57,139.78,355888
2023/5/31,139.78,140.42,139.23,139.34,353893
2023/6/1,139.34,139.95,138.42,138.78,334850
2023/6/2,138.78,140.07,138.6,139.91,306541
2023/6/5,139.96,140.45,139.25,139.58,269357
2023/6/6,139.58,139.99,139.09,139.62,250932
2023/6/7,139.62,140.25,139.02,140.06,272466
2023/6/8,140.06,140.23,138.81,138.92,286816
2023/6/9,138.92,139.72,138.76,139.35,253228
2023/6/12,139.35,139.76,139.06,139.6,246201
2023/6/13,139.6,140.31,139.01,140.21,318794
2023/6/14,140.21,140.29,139.28,140.05,351120
2023/6/15,140.05,141.5,139.94,140.25,392477
2023/6/16,140.25,141.91,139.85,141.86,383372
2023/6/19,141.86,142,141.44,141.96,199015
2023/6/20,141.96,142.25,141.21,141.45,336245
2023/6/21,141.45,142.37,141.28,141.88,338403
2023/6/22,141.88,143.23,141.61,143.11,303660
2023/6/23,143.11,143.87,142.65,143.7,358595
2023/6/26,143.48,143.72,142.93,143.51,302698
2023/6/27,143.51,144.18,143.28,144.07,299820
2023/6/28,144.07,144.62,143.73,144.48,331478
2023/6/29,144.48,144.9,144.13,144.74,334552
2023/6/30,144.74,145.07,144.2,144.28,332657
2023/7/3,144.26,144.91,143.98,144.66,271774
2023/7/4,144.66,144.7,144.2,144.44,143517
2023/7/5,144.44,144.74,144.08,144.65,239967
2023/7/6,144.65,144.65,143.55,144.06,364858
2023/7/7,144.06,144.2,142.06,142.07,359974
2023/7/10,142.07,143,141.28,141.31,310513
2023/7/11,141.31,141.46,140.16,140.36,324110
2023/7/12,140.36,140.38,138.15,138.49,381806
2023/7/13,138.49,138.95,137.92,138.04,342671
2023/7/14,138.04,139.16,137.24,138.68,365868
2023/7/17,138.68,139.4,137.99,138.71,245226
2023/7/18,138.71,139.13,137.68,138.82,359664
2023/7/19,138.82,139.99,138.76,139.61,329037
2023/7/20,139.61,140.5,139.11,140.07,306962
2023/7/21,140.07,141.95,139.75,141.83,349854
2023/7/24,141.55,141.81,140.73,141.47,327050
2023/7/25,141.47,141.74,140.85,140.89,279394
2023/7/26,140.89,141.19,139.92,140.24,367170
2023/7/27,140.24,141.32,138.76,139.43,487842
2023/7/28,139.43,141.18,138.06,141.15,634163
2023/7/31,140.9,142.69,140.69,142.27,379224
2023/8/1,142.27,143.54,142.21,143.33,320464
2023/8/2,143.33,143.47,142.23,143.31,376773
2023/8/3,143.31,143.89,142.06,142.52,469630
2023/8/4,142.52,142.93,141.55,141.69,381924
2023/8/7,141.64,142.59,141.51,142.49,262257
